id,date,competition,home,away,team,home_goals,away_goals,lineup,minutes,goals,assists,cards,minutes_acum,goals_acum,assists_acum,jersey
709,2011-03-02,PRM,Valencia,FC Barcelona,FC Barcelona,0,1,ST,90,1,0,1,56369,579,219,10
710,2011-03-05,PRM,FC Barcelona,Real Zaragoza,FC Barcelona,1,0,ST,90,0,0,0,56459,579,219,10
711,2011-03-08,EUR,FC Barcelona,Arsenal,FC Barcelona,3,1,ST,90,2,0,0,56549,581,219,10
712,2011-03-13,PRM,Sevilla,FC Barcelona,FC Barcelona,1,1,ST,90,0,0,0,56639,581,219,10
713,2011-03-19,PRM,FC Barcelona,Getafe,FC Barcelona,2,1,ST,90,0,1,0,56729,581,220,10
714,2011-03-27,FRN,United States,Argentina,Argentina,1,1,ST,90,0,0,0,56819,581,220,10
715,2011-04-06,EUR,FC Barcelona,Shakhtar Donetsk,FC Barcelona,5,1,ST,90,0,1,0,56909,581,221,10
716,2011-04-12,EUR,Shakhtar Donetsk,FC Barcelona,FC Barcelona,0,1,ST,90,1,0,0,56999,582,221,10
717,2011-02-20,PRM,FC Barcelona,Athletic de Bilbao,FC Barcelona,2,1,ST,90,1,0,0,57089,583,221,10
718,2011-04-16,PRM,Real Madrid,FC Barcelona,FC Barcelona,1,1,ST,90,1,0,0,57179,584,221,10
719,2011-04-27,EUR,Real Madrid,FC Barcelona,FC Barcelona,0,2,ST,90,2,0,0,57269,586,221,10
720,2011-04-30,PRM,Real Sociedad,FC Barcelona,FC Barcelona,2,1,ST,90,0,1,0,57359,586,222,10
721,2011-05-03,EUR,FC Barcelona,Real Madrid,FC Barcelona,1,1,ST,90,0,0,0,57449,586,222,10
722,2011-05-08,PRM,FC Barcelona,Espanyol,FC Barcelona,2,0,ST,90,0,0,0,57539,586,222,10
723,2011-05-11,PRM,Levante,FC Barcelona,FC Barcelona,1,1,ST,90,0,0,0,57629,586,222,10
724,2011-05-28,EUR,FC Barcelona,Manchester United,FC Barcelona,3,1,ST,90,1,0,0,57719,587,222,10
725,2011-02-26,PRM,Real Mallorca,FC Barcelona,FC Barcelona,0,3,ST,90,1,0,0,57809,588,222,10
726,2011-02-16,EUR,Arsenal,FC Barcelona,FC Barcelona,2,1,ST,90,0,1,0,57899,588,223,10
727,2011-07-02,CPA,Argentina,Bolivia,Argentina,1,1,ST,90,0,0,0,57989,588,223,10
728,2011-01-05,CUP,Athletic de Bilbao,FC Barcelona,FC Barcelona,1,1,ST,90,0,1,0,58079,588,224,10
729,2010-11-17,FRN,Argentina,Brazil,Argentina,1,0,ST,90,1,0,1,58169,589,224,10
730,2010-11-20,PRM,UD Almería,FC Barcelona,FC Barcelona,0,8,ST,90,3,2,0,58259,592,226,10
731,2010-11-24,EUR,Panathinaikos,FC Barcelona,FC Barcelona,0,3,ST,90,1,0,0,58349,593,226,10
732,2010-11-29,PRM,FC Barcelona,Real Madrid,FC Barcelona,5,0,ST,90,0,2,1,58439,593,228,10
733,2010-12-04,PRM,Osasuna,FC Barcelona,FC Barcelona,0,3,ST,90,2,1,0,58529,595,229,10
734,2010-12-12,PRM,FC Barcelona,Real Sociedad,FC Barcelona,5,0,ST,90,2,0,0,58619,597,229,10
735,2010-12-18,PRM,Espanyol,FC Barcelona,FC Barcelona,1,5,ST,90,0,2,0,58709,597,231,10
736,2011-01-08,PRM,Deportivo La Coruña,FC Barcelona,FC Barcelona,0,4,ST,90,1,2,0,58799,598,233,10
737,2011-02-12,PRM,Sporting Gijón,FC Barcelona,FC Barcelona,1,1,ST,90,0,1,0,58889,598,234,10
738,2011-01-16,PRM,FC Barcelona,Málaga,FC Barcelona,4,1,ST,90,0,1,0,58979,598,235,10
739,2011-01-19,CUP,Real Betis,FC Barcelona,FC Barcelona,3,1,ST,90,1,0,0,59069,599,235,10
740,2011-01-22,PRM,FC Barcelona,Racing Santander,FC Barcelona,3,0,ST,90,1,1,1,59159,600,236,10
741,2011-01-26,CUP,FC Barcelona,UD Almería,FC Barcelona,5,0,ST,90,2,1,0,59249,602,237,10
742,2011-01-29,PRM,Hercules Alicante,FC Barcelona,FC Barcelona,0,3,ST,90,2,0,0,59339,604,237,10
743,2011-02-05,PRM,FC Barcelona,Atlético Madrid,FC Barcelona,3,0,ST,90,3,0,1,59429,607,237,10
744,2011-02-09,FRN,Argentina,Portugal,Argentina,2,1,ST,90,1,1,0,59519,608,238,10
745,2012-01-08,PRM,Espanyol,FC Barcelona,FC Barcelona,1,1,ST,90,0,0,1,59609,608,238,10
746,2011-06-20,FRN,Argentina,Albania,Argentina,4,0,ST,90,1,2,0,59699,609,240,10
747,2019-01-30,CUP,FC Barcelona,Sevilla,FC Barcelona,6,1,ST,90,1,1,0,59789,610,241,10
748,2011-11-11,WCQ,Argentina,Bolivia,Argentina,1,1,ST,90,0,0,0,59879,610,241,10
749,2011-10-15,PRM,FC Barcelona,Racing Santander,FC Barcelona,3,0,ST,90,2,0,0,59969,612,241,10
750,2011-10-19,EUR,FC Barcelona,Viktoria Plzen,FC Barcelona,2,0,ST,90,0,1,0,60059,612,242,10
751,2011-10-22,PRM,FC Barcelona,Sevilla,FC Barcelona,0,0,ST,90,0,0,0,60149,612,242,10
752,2011-10-25,PRM,Granada,FC Barcelona,FC Barcelona,0,1,ST,90,0,0,0,60239,612,242,10
753,2011-10-29,PRM,FC Barcelona,Real Mallorca,FC Barcelona,5,0,ST,90,3,1,0,60329,615,243,10
754,2011-11-01,EUR,Viktoria Plzen,FC Barcelona,FC Barcelona,0,4,ST,90,3,0,0,60419,618,243,10
755,2011-11-06,PRM,Athletic de Bilbao,FC Barcelona,FC Barcelona,2,2,ST,90,1,0,0,60509,619,243,10
756,2011-11-15,WCQ,Colombia,Argentina,Argentina,1,2,ST,90,1,0,0,60599,620,243,10
757,2011-07-07,CPA,Argentina,Colombia,Argentina,0,0,ST,90,0,0,0,60689,620,243,10
758,2011-11-19,PRM,FC Barcelona,Real Zaragoza,FC Barcelona,4,0,ST,90,1,0,0,60779,621,243,10
759,2011-11-23,EUR,AC Milan,FC Barcelona,FC Barcelona,2,3,ST,90,1,1,1,60869,622,244,10
760,2011-11-26,PRM,Getafe,FC Barcelona,FC Barcelona,1,0,ST,90,0,0,0,60959,622,244,10
761,2011-11-29,PRM,FC Barcelona,Rayo Vallecano,FC Barcelona,4,0,ST,90,1,0,0,61049,623,244,10
762,2011-12-03,PRM,FC Barcelona,Levante,FC Barcelona,5,0,ST,90,1,1,0,61139,624,245,10
763,2011-12-10,PRM,Real Madrid,FC Barcelona,FC Barcelona,1,3,ST,90,0,1,1,61229,624,246,10
764,2011-12-15,WCT,Al-Sadd,FC Barcelona,FC Barcelona,0,4,ST,90,0,1,0,61319,624,247,10
765,2011-12-18,WCT,Santos,FC Barcelona,FC Barcelona,0,4,ST,90,2,0,0,61409,626,247,10
766,2011-10-12,WCQ,Venezuela,Argentina,Argentina,1,0,ST,90,0,0,0,61499,626,247,10
767,2011-10-08,WCQ,Argentina,Chile,Argentina,4,1,ST,90,1,1,0,61589,627,248,10
768,2011-10-02,PRM,Sporting Gijón,FC Barcelona,FC Barcelona,0,1,ST,90,0,0,0,61679,627,248,10
769,2011-08-26,IUP,FC Barcelona,FC Porto,FC Barcelona,2,0,ST,90,1,1,0,61769,628,249,10
770,2011-07-12,CPA,Argentina,Costa Rica,Argentina,3,0,ST,90,0,2,0,61859,628,251,10
771,2011-09-24,PRM,FC Barcelona,Atlético Madrid,FC Barcelona,5,0,ST,90,3,0,0,61949,631,251,10
772,2011-09-21,PRM,Valencia,FC Barcelona,FC Barcelona,2,2,ST,90,0,2,0,62039,631,253,10
773,2011-09-17,PRM,FC Barcelona,Osasuna,FC Barcelona,8,0,ST,90,3,2,0,62129,634,255,10
774,2011-09-13,EUR,FC Barcelona,AC Milan,FC Barcelona,2,2,ST,90,0,1,0,62219,634,256,10
775,2011-09-06,FRN,Argentina,Nigeria,Argentina,3,1,ST,90,0,1,0,62309,634,257,10
776,2011-08-14,SUP,Real Madrid,FC Barcelona,FC Barcelona,2,2,ST,90,1,1,0,62399,635,258,10
777,2011-09-28,EUR,BATE Borisov,FC Barcelona,FC Barcelona,0,5,ST,90,2,0,0,62489,637,258,10
778,2011-08-17,SUP,FC Barcelona,Real Madrid,FC Barcelona,3,2,ST,90,2,1,0,62579,639,259,10
779,2011-09-02,FRN,Venezuela,Argentina,Argentina,0,1,ST,90,0,1,0,62669,639,260,10
780,2011-08-29,PRM,FC Barcelona,Villarreal,FC Barcelona,5,0,ST,90,2,1,0,62759,641,261,10
781,2011-07-16,CPA,Argentina,Uruguay,Argentina,1,1,ST,120,0,1,0,62879,641,262,10
782,2015-07-04,CPA,Chile,Argentina,Argentina,0,0,ST,120,0,0,0,62999,641,262,10
783,2015-08-11,IUP,FC Barcelona,Sevilla,FC Barcelona,5,4,ST,120,2,0,0,63119,643,262,10
784,2014-07-01,WCP,Argentina,Switzerland,Argentina,1,0,ST,120,0,1,0,63239,643,263,10
785,2011-04-20,CUP,FC Barcelona,Real Madrid,FC Barcelona,0,1,ST,120,0,0,1,63359,643,263,10
786,2016-05-22,CUP,FC Barcelona,Sevilla,FC Barcelona,2,0,ST,120,0,2,0,63479,643,265,10
787,2014-07-09,WCP,Netherlands,Argentina,Argentina,0,0,ST,120,0,0,0,63599,643,265,10
788,2014-07-13,WCP,Germany,Argentina,Argentina,1,0,ST,120,0,0,0,63719,643,265,10
789,2016-06-26,CPA,Argentina,Chile,Argentina,0,0,ST,120,0,0,1,63839,643,265,10
790,2009-08-28,IUP,FC Barcelona,Shakhtar Donetsk,FC Barcelona,1,0,ST,120,0,1,1,63959,643,266,10
791,2009-12-19,WCT,Estudiantes La Plata,FC Barcelona,FC Barcelona,1,2,ST,120,1,0,1,64079,644,266,10
